NZ Port,Citizenship,Count,Year
Dunedin,Taiwan,517,2018
Dunedin,Thailand,102,2018
Dunedin,United Kingdom,12636,2018
Dunedin,United States of America,41512,2018
Fiordland,Argentina,179,2018
Fiordland,Australia,84607,2018
Fiordland,Austria,295,2018
Fiordland,Belgium,233,2018
Fiordland,Brazil,424,2018
Fiordland,Canada,8857,2018
Fiordland,Chile,180,2018
Fiordland,"China, Peoples Republic of",2261,2018
Fiordland,Denmark,253,2018
Fiordland,France,553,2018
Fiordland,Germany,2070,2018
Fiordland,Hong Kong (Special Admin Reg),710,2018
Fiordland,India,276,2018
Fiordland,Indonesia,308,2018
Fiordland,Ireland,261,2018
Fiordland,Israel,597,2018
Fiordland,Italy,275,2018
Fiordland,Japan,2396,2018
Fiordland,"Korea, Republic of",216,2018
Fiordland,Malaysia,358,2018
Fiordland,Mexico,612,2018
Fiordland,Netherlands,760,2018
Fiordland,New Zealand,6636,2018
Fiordland,Norway,125,2018
Fiordland,Philippines,302,2018
Fiordland,Poland,110,2018
Fiordland,Portugal,149,2018
Fiordland,Russia,395,2018
Fiordland,Singapore,332,2018
Fiordland,South Africa,231,2018
Fiordland,Spain,400,2018
Fiordland,Sweden,332,2018
Fiordland,Switzerland,532,2018
Fiordland,Taiwan,473,2018
Fiordland,Thailand,102,2018
Fiordland,United Kingdom,11690,2018
Fiordland,United States of America,39070,2018
Gisborne,Australia,4351,2018
Gisborne,Canada,116,2018
Gisborne,"China, Peoples Republic of",225,2018
Gisborne,United Kingdom,488,2018
Gisborne,United States of America,1458,2018
Kaikoura,Australia,280,2018
Kaikoura,United Kingdom,235,2018
Kaikoura,United States of America,909,2018
Lyttelton,Australia,350,2018
Lyttelton,Canada,214,2018
Lyttelton,Japan,1004,2018
Lyttelton,United Kingdom,316,2018
Lyttelton,United States of America,2377,2018
Marlborough Sounds,Australia,32654,2018
Marlborough Sounds,Austria,223,2018
Marlborough Sounds,Belgium,150,2018
Marlborough Sounds,Brazil,263,2018
Marlborough Sounds,Canada,4900,2018
Marlborough Sounds,Chile,126,2018
Marlborough Sounds,"China, Peoples Republic of",1256,2018
Marlborough Sounds,France,211,2018
Marlborough Sounds,Germany,1499,2018
Marlborough Sounds,Hong Kong (Special Admin Reg),317,2018
Marlborough Sounds,India,179,2018
Marlborough Sounds,Indonesia,164,2018
Marlborough Sounds,Ireland,142,2018
Marlborough Sounds,Israel,194,2018
Marlborough Sounds,Italy,131,2018
Marlborough Sounds,Japan,241,2018
Marlborough Sounds,"Korea, Republic of",116,2018
Marlborough Sounds,Malaysia,252,2018
Marlborough Sounds,Mexico,395,2018
Marlborough Sounds,Netherlands,547,2018
Marlborough Sounds,New Zealand,3807,2018
Marlborough Sounds,Philippines,149,2018
Marlborough Sounds,Russia,268,2018
Marlborough Sounds,Singapore,234,2018
Marlborough Sounds,Spain,230,2018
Marlborough Sounds,Sweden,131,2018
Marlborough Sounds,Switzerland,392,2018
Marlborough Sounds,Taiwan,231,2018
Marlborough Sounds,United Kingdom,6883,2018
Marlborough Sounds,United States of America,20701,2018
Napier,Argentina,169,2018
Napier,Australia,43970,2018
Napier,Austria,185,2018
Napier,Brazil,258,2018
Napier,Canada,6481,2018
Napier,"China, Peoples Republic of",1551,2018
Napier,Denmark,203,2018
Napier,France,265,2018
Napier,Germany,1770,2018
Napier,Hong Kong (Special Admin Reg),338,2018
Napier,India,180,2018
Napier,Indonesia,166,2018
Napier,Israel,238,2018
Napier,Italy,163,2018
Napier,Japan,377,2018
Napier,"Korea, Republic of",108,2018
Napier,Malaysia,300,2018
Napier,Mexico,303,2018
Napier,Netherlands,597,2018
Napier,New Zealand,7043,2018
Napier,Philippines,202,2018
Napier,Russia,198,2018
Napier,Singapore,274,2018
Napier,South Africa,108,2018
Napier,Spain,217,2018
Napier,Sweden,173,2018
Napier,Switzerland,240,2018
Napier,Taiwan,297,2018
Napier,United Kingdom,7420,2018
Napier,United States of America,26833,2018
Nelson,United Kingdom,115,2018
Nelson,United States of America,570,2018
Stewart Island,Australia,2719,2018
Stewart Island,Canada,314,2018
Stewart Island,"China, Peoples Republic of",164,2018
Stewart Island,New Zealand,1382,2018
Stewart Island,United Kingdom,549,2018
Stewart Island,United States of America,2652,2018
Tauranga,Argentina,246,2018
Tauranga,Australia,69221,2018
Tauranga,Austria,269,2018
Tauranga,Belgium,222,2018
Tauranga,Brazil,357,2018
Tauranga,Canada,8954,2018
Tauranga,Chile,183,2018
Tauranga,"China, Peoples Republic of",1908,2018
Tauranga,Denmark,200,2018
Tauranga,France,650,2018
Tauranga,Germany,2810,2018
Tauranga,Hong Kong (Special Admin Reg),724,2018
Tauranga,India,219,2018
Tauranga,Indonesia,190,2018
Tauranga,Ireland,219,2018
Tauranga,Israel,543,2018
Tauranga,Italy,278,2018
Tauranga,Japan,726,2018
Tauranga,"Korea, Republic of",176,2018
Tauranga,Malaysia,314,2018
Tauranga,Mexico,484,2018
Tauranga,Netherlands,834,2018
Tauranga,New Zealand,6829,2018
Tauranga,Norway,117,2018
Tauranga,Philippines,261,2018
Tauranga,Poland,108,2018
Tauranga,Portugal,122,2018
Tauranga,Russia,271,2018
Tauranga,Singapore,278,2018
Tauranga,South Africa,201,2018
Tauranga,Spain,380,2018
Tauranga,Sweden,320,2018
Tauranga,Switzerland,428,2018
Tauranga,Taiwan,485,2018
Tauranga,United Kingdom,11535,2018
Tauranga,United States of America,40293,2018
Wellington,Argentina,232,2018
Wellington,Australia,78434,2018
Wellington,Austria,330,2018
Wellington,Belgium,211,2018
Wellington,Brazil,386,2018
Wellington,Canada,8833,2018
Wellington,Chile,171,2018
Wellington,"China, Peoples Republic of",2084,2018
Wellington,Denmark,286,2018
Wellington,France,650,2018
Wellington,Germany,2958,2018
Wellington,Hong Kong (Special Admin Reg),696,2018
Wellington,India,286,2018
Wellington,Indonesia,229,2018
Wellington,Ireland,261,2018
Wellington,Israel,533,2018
Wellington,Italy,254,2018
Wellington,Japan,1153,2018
Wellington,"Korea, Republic of",239,2018
Wellington,Malaysia,421,2018
Wellington,Mexico,565,2018
Wellington,Netherlands,729,2018
Wellington,New Zealand,7345,2018
Wellington,Norway,154,2018
Wellington,Philippines,261,2018
Wellington,Portugal,140,2018
Wellington,Russia,352,2018
Wellington,Singapore,399,2018
Wellington,South Africa,176,2018
Wellington,Spain,393,2018
Wellington,Sweden,335,2018
Wellington,Switzerland,532,2018
Wellington,Taiwan,398,2018
Wellington,United Kingdom,12990,2018
Wellington,United States of America,37533,2018
Akaroa,Argentina,287,2019
Akaroa,Australia,94313,2019
Akaroa,Austria,260,2019
Akaroa,Belgium,144,2019
Akaroa,Brazil,359,2019
Akaroa,Canada,9611,2019
Akaroa,Chile,197,2019
Akaroa,"China, Peoples Republic of",3324,2019
Akaroa,Denmark,331,2019
Akaroa,Finland,132,2019
Akaroa,France,501,2019
Akaroa,Germany,2783,2019
Akaroa,Hong Kong (Special Admin Reg),509,2019
Akaroa,India,262,2019
Akaroa,Indonesia,242,2019
Akaroa,Ireland,275,2019
Akaroa,Israel,416,2019
Akaroa,Italy,248,2019
Akaroa,Japan,1009,2019
Akaroa,"Korea, Republic of",226,2019
Akaroa,Malaysia,471,2019
Akaroa,Mexico,608,2019
Akaroa,Netherlands,731,2019
Akaroa,New Zealand,10520,2019
Akaroa,Norway,128,2019
Akaroa,Philippines,415,2019
Akaroa,Poland,167,2019
Akaroa,Portugal,177,2019
Akaroa,Russia,442,2019
Akaroa,Singapore,300,2019
Akaroa,South Africa,285,2019
Akaroa,Spain,354,2019
Akaroa,Sweden,242,2019
Akaroa,Switzerland,418,2019
Akaroa,Taiwan,707,2019
Akaroa,Thailand,124,2019
Akaroa,United Kingdom,12003,2019
Akaroa,United States of America,43116,2019
Auckland,Argentina,305,2019
Auckland,Australia,115541,2019
Auckland,Austria,617,2019
Auckland,Belgium,270,2019
Auckland,Brazil,421,2019
Auckland,Canada,9284,2019
Auckland,Chile,200,2019
Auckland,"China, Peoples Republic of",3744,2019
Auckland,Denmark,294,2019
Auckland,Finland,156,2019
Auckland,France,1856,2019
Auckland,Germany,5620,2019
Auckland,Hong Kong (Special Admin Reg),528,2019
Auckland,India,347,2019
Auckland,Indonesia,252,2019
Auckland,Ireland,322,2019
Auckland,Israel,429,2019
Auckland,Italy,818,2019
Auckland,Japan,830,2019
Auckland,"Korea, Republic of",325,2019
Auckland,Malaysia,522,2019
Auckland,Mexico,576,2019
Auckland,Netherlands,931,2019
Auckland,New Zealand,31907,2019
Auckland,Norway,218,2019
Auckland,Philippines,406,2019
Auckland,Poland,184,2019
Auckland,Portugal,217,2019
Auckland,Russia,471,2019
Auckland,Singapore,343,2019
Auckland,South Africa,369,2019
Auckland,Spain,698,2019
Auckland,Sweden,290,2019
Auckland,Switzerland,1172,2019
Auckland,Taiwan,634,2019
Auckland,Thailand,142,2019
Auckland,Ukraine,118,2019
Auckland,United Kingdom,13468,2019
Auckland,United States of America,42607,2019
Bay of Islands,Argentina,149,2019
Bay of Islands,Australia,66176,2019
Bay of Islands,Austria,358,2019
Bay of Islands,Belgium,230,2019
Bay of Islands,Brazil,208,2019
Bay of Islands,Canada,5125,2019
Bay of Islands,Chile,108,2019
Bay of Islands,"China, Peoples Republic of",1503,2019
Bay of Islands,Denmark,263,2019
Bay of Islands,Finland,101,2019
Bay of Islands,France,1178,2019
Bay of Islands,Germany,4470,2019
Bay of Islands,Hong Kong (Special Admin Reg),290,2019
Bay of Islands,India,125,2019
Bay of Islands,Indonesia,142,2019
Bay of Islands,Ireland,186,2019
Bay of Islands,Israel,264,2019
Bay of Islands,Italy,414,2019
Bay of Islands,Japan,372,2019
Bay of Islands,"Korea, Republic of",151,2019
Bay of Islands,Malaysia,219,2019
Bay of Islands,Mexico,322,2019
Bay of Islands,Netherlands,485,2019
Bay of Islands,New Zealand,6092,2019
Bay of Islands,Norway,194,2019
Bay of Islands,Philippines,165,2019
Bay of Islands,Portugal,193,2019
Bay of Islands,Russia,313,2019
Bay of Islands,Singapore,169,2019
Bay of Islands,South Africa,175,2019
Bay of Islands,Spain,294,2019
Bay of Islands,Sweden,229,2019
Bay of Islands,Switzerland,793,2019
Bay of Islands,Taiwan,314,2019
Bay of Islands,United Kingdom,8709,2019
Bay of Islands,United States of America,21358,2019
Bluff,Germany,786,2019
Dunedin,Argentina,322,2019
Dunedin,Australia,127201,2019
Dunedin,Austria,390,2019
Dunedin,Belgium,182,2019
Dunedin,Brazil,394,2019
Dunedin,Bulgaria,106,2019
Dunedin,Canada,10680,2019
Dunedin,Chile,242,2019
Dunedin,"China, Peoples Republic of",4091,2019
Dunedin,Colombia,102,2019
Dunedin,Denmark,366,2019
Dunedin,Finland,178,2019
Dunedin,France,588,2019
Dunedin,Germany,3983,2019
Dunedin,Hong Kong (Special Admin Reg),677,2019
Dunedin,India,380,2019
Dunedin,Indonesia,386,2019
Dunedin,Ireland,317,2019
Dunedin,Israel,505,2019
Dunedin,Italy,303,2019
Dunedin,Japan,1039,2019
Dunedin,"Korea, Republic of",352,2019
Dunedin,Malaysia,639,2019
Dunedin,Mexico,851,2019
Dunedin,Netherlands,757,2019
Dunedin,New Zealand,10960,2019
Dunedin,Norway,173,2019
Dunedin,Philippines,489,2019
Dunedin,Poland,157,2019
Dunedin,Portugal,226,2019
Dunedin,Romania,116,2019
Dunedin,Russia,515,2019
Dunedin,Singapore,476,2019
Dunedin,South Africa,384,2019
Dunedin,Spain,402,2019
Dunedin,Sweden,297,2019
Dunedin,Switzerland,536,2019
Dunedin,Taiwan,750,2019
Dunedin,Thailand,201,2019
Dunedin,United Kingdom,13464,2019
Dunedin,United States of America,52331,2019
Fiordland,Argentina,315,2019
Fiordland,Australia,117050,2019
Fiordland,Austria,391,2019
Fiordland,Belgium,170,2019
Fiordland,Brazil,436,2019
Fiordland,Bulgaria,106,2019
Fiordland,Canada,10648,2019
Fiordland,Chile,241,2019
Fiordland,"China, Peoples Republic of",3987,2019
Fiordland,Colombia,102,2019
Fiordland,Denmark,370,2019
Fiordland,Finland,168,2019
Fiordland,France,520,2019
Fiordland,Germany,3978,2019
Fiordland,Hong Kong (Special Admin Reg),676,2019
Fiordland,India,348,2019
Fiordland,Indonesia,329,2019
Fiordland,Ireland,303,2019
Fiordland,Israel,509,2019
Fiordland,Italy,292,2019
Fiordland,Japan,993,2019
Fiordland,"Korea, Republic of",350,2019
Fiordland,Malaysia,608,2019
Fiordland,Mexico,836,2019
Fiordland,Netherlands,729,2019
Fiordland,New Zealand,11353,2019
Fiordland,Norway,163,2019
Fiordland,Philippines,446,2019
Fiordland,Poland,171,2019
Fiordland,Portugal,208,2019
Fiordland,Romania,113,2019
Fiordland,Russia,536,2019
Fiordland,Singapore,447,2019
Fiordland,South Africa,381,2019
Fiordland,Spain,421,2019
Fiordland,Sweden,295,2019
Fiordland,Switzerland,529,2019
Fiordland,Taiwan,813,2019
Fiordland,Thailand,196,2019
Fiordland,United Kingdom,12816,2019
Fiordland,United States of America,47612,2019
Gisborne,Australia,14979,2019
Gisborne,Canada,478,2019
Gisborne,"China, Peoples Republic of",235,2019
Gisborne,Germany,210,2019
Gisborne,New Zealand,901,2019
Gisborne,United Kingdom,1221,2019
Gisborne,United States of America,3258,2019
Golden Bay,Germany,426,2019
Kaikoura,Australia,601,2019
Kaikoura,Canada,224,2019
Kaikoura,New Zealand,278,2019
Kaikoura,United Kingdom,456,2019
Kaikoura,United States of America,1534,2019
Lyttelton,Australia,519,2019
Lyttelton,Austria,100,2019
Lyttelton,Canada,301,2019
Lyttelton,Germany,1158,2019
Lyttelton,New Zealand,217,2019
Lyttelton,Switzerland,170,2019
Lyttelton,United Kingdom,612,2019
Lyttelton,United States of America,5057,2019
Marlborough Sounds,Australia,51813,2019
Marlborough Sounds,Austria,220,2019
Marlborough Sounds,Brazil,177,2019
Marlborough Sounds,Canada,3817,2019
Marlborough Sounds,"China, Peoples Republic of",1389,2019
Marlborough Sounds,Denmark,184,2019
Marlborough Sounds,Finland,107,2019
Marlborough Sounds,France,356,2019
Marlborough Sounds,Germany,2328,2019
Marlborough Sounds,Hong Kong (Special Admin Reg),303,2019
Marlborough Sounds,India,154,2019
Marlborough Sounds,Indonesia,227,2019
Marlborough Sounds,Ireland,153,2019
Marlborough Sounds,Israel,156,2019
Marlborough Sounds,Italy,127,2019
Marlborough Sounds,Japan,187,2019
Marlborough Sounds,"Korea, Republic of",192,2019
Marlborough Sounds,Malaysia,239,2019
Marlborough Sounds,Mexico,475,2019
Marlborough Sounds,Netherlands,432,2019
Marlborough Sounds,New Zealand,3002,2019
Marlborough Sounds,Philippines,177,2019
Marlborough Sounds,Russia,230,2019
Marlborough Sounds,Singapore,267,2019
Marlborough Sounds,South Africa,203,2019
Marlborough Sounds,Spain,179,2019
Marlborough Sounds,Sweden,150,2019
Marlborough Sounds,Switzerland,346,2019
Marlborough Sounds,Taiwan,193,2019
Marlborough Sounds,Thailand,101,2019
Marlborough Sounds,United Kingdom,6008,2019
Marlborough Sounds,United States of America,17889,2019
Napier,Argentina,221,2019
Napier,Australia,57837,2019
Napier,Austria,289,2019
Napier,Belgium,102,2019
Napier,Brazil,265,2019
Napier,Canada,5506,2019
Napier,Chile,107,2019
Napier,"China, Peoples Republic of",1755,2019
Napier,Denmark,104,2019
Napier,France,345,2019
Napier,Germany,3073,2019
Napier,Hong Kong (Special Admin Reg),399,2019
Napier,India,179,2019
Napier,Indonesia,183,2019
Napier,Ireland,141,2019
Napier,Israel,308,2019
Napier,Italy,153,2019
Napier,Japan,408,2019
Napier,"Korea, Republic of",227,2019
Napier,Malaysia,294,2019
Napier,Mexico,359,2019
Napier,Netherlands,509,2019
Napier,New Zealand,5418,2019
Napier,Philippines,241,2019
Napier,Poland,111,2019
Napier,Russia,183,2019
Napier,Singapore,297,2019
Napier,South Africa,197,2019
Napier,Spain,252,2019
Napier,Sweden,123,2019
Napier,Switzerland,396,2019
Napier,Taiwan,335,2019
Napier,Thailand,129,2019
Napier,United Kingdom,6536,2019
Napier,United States of America,28809,2019
Nelson,Australia,748,2019
Nelson,Canada,291,2019
Nelson,Germany,492,2019
Nelson,New Zealand,248,2019
Nelson,United Kingdom,421,2019
Nelson,United States of America,1759,2019
New Plymouth,Australia,292,2019
New Plymouth,United States of America,278,2019
Stewart Island,Australia,723,2019
Stewart Island,Austria,109,2019
Stewart Island,Canada,351,2019
Stewart Island,Germany,1192,2019
Stewart Island,New Zealand,336,2019
Stewart Island,Switzerland,160,2019
Stewart Island,United Kingdom,697,2019
Stewart Island,United States of America,2744,2019
Sub-Antarctic islands,Australia,144,2019
Tauranga,Argentina,335,2019
Tauranga,Australia,113630,2019
Tauranga,Austria,552,2019
Tauranga,Belgium,217,2019
Tauranga,Brazil,441,2019
Tauranga,Canada,11117,2019
Tauranga,Chile,241,2019
Tauranga,"China, Peoples Republic of",3715,2019
Tauranga,Denmark,434,2019
Tauranga,Finland,199,2019
Tauranga,France,1088,2019
Tauranga,Germany,5387,2019
Tauranga,Hong Kong (Special Admin Reg),638,2019
Tauranga,India,291,2019
Tauranga,Indonesia,316,2019
Tauranga,Ireland,341,2019
Tauranga,Israel,490,2019
Tauranga,Italy,573,2019
Tauranga,Japan,815,2019
Tauranga,"Korea, Republic of",319,2019
Tauranga,Malaysia,563,2019
Tauranga,Mexico,623,2019
Tauranga,Netherlands,849,2019
Tauranga,New Zealand,11575,2019
Tauranga,Norway,209,2019
Tauranga,Philippines,439,2019
Tauranga,Poland,187,2019
Tauranga,Portugal,258,2019
Tauranga,Russia,494,2019
Tauranga,Singapore,380,2019
Tauranga,South Africa,292,2019
Tauranga,Spain,611,2019
Tauranga,Sweden,352,2019
Tauranga,Switzerland,912,2019
Tauranga,Taiwan,785,2019
Tauranga,Thailand,146,2019
Tauranga,Ukraine,119,2019
Tauranga,United Kingdom,14632,2019
Tauranga,United States of America,51431,2019
Wellington,Argentina,276,2019
Wellington,Australia,122638,2019
Wellington,Austria,375,2019
Wellington,Belgium,164,2019
Wellington,Brazil,346,2019
Wellington,Canada,9619,2019
Wellington,Chile,218,2019
Wellington,"China, Peoples Republic of",3539,2019
Wellington,Denmark,346,2019
Wellington,Finland,154,2019
Wellington,France,521,2019
Wellington,Germany,3897,2019
Wellington,Hong Kong (Special Admin Reg),628,2019
Wellington,India,348,2019
Wellington,Indonesia,262,2019
Wellington,Ireland,289,2019
Wellington,Israel,492,2019
Wellington,Italy,275,2019
Wellington,Japan,791,2019
Wellington,"Korea, Republic of",318,2019
Wellington,Malaysia,602,2019
Wellington,Mexico,713,2019
Wellington,Netherlands,744,2019
Wellington,New Zealand,9059,2019
Wellington,Norway,174,2019
Wellington,Philippines,454,2019
Wellington,Poland,191,2019
Wellington,Portugal,210,2019
Wellington,Romania,113,2019
Wellington,Russia,508,2019
Wellington,Singapore,463,2019
Wellington,South Africa,333,2019
Wellington,Spain,389,2019
Wellington,Sweden,274,2019
Wellington,Switzerland,592,2019
Wellington,Taiwan,659,2019
Wellington,Thailand,197,2019
Wellington,United Kingdom,12734,2019
Wellington,United States of America,47335,2019
Akaroa,Total,127739,2015
Akaroa,Total,128739,2016
Akaroa,Total,145391,2017
Akaroa,Total,127582,2018
Akaroa,Total,187773,2019
Auckland,Total,179430,2015
Auckland,Total,217243,2016
Auckland,Total,193220,2017
Auckland,Total,211352,2018
Auckland,Total,238975,2019
Bay of Islands,Total,59084,2015
Bay of Islands,Total,111095,2016
Bay of Islands,Total,88803,2017
Bay of Islands,Total,103525,2018
Bay of Islands,Total,122989,2019
Bluff,Total,200,2016
Bluff,Total,1801,2017
Bluff,Total,164,2018
Bluff,Total,1073,2019
Chatham Islands,Total,185,2015
Dunedin,Total,131407,2015
Dunedin,Total,145682,2016
Dunedin,Total,162299,2017
Dunedin,Total,179564,2018
Dunedin,Total,237754,2019
Fiordland,Total,134412,2015
Fiordland,Total,150063,2016
Fiordland,Total,164321,2017
Fiordland,Total,168643,2018
Fiordland,Total,222161,2019
Gisborne,Total,28270,2016
Gisborne,Total,30049,2017
Gisborne,Total,7129,2018
Gisborne,Total,22143,2019
Golden Bay,Total,520,2015
Golden Bay,Total,264,2017
Golden Bay,Total,576,2019
Kaikoura,Total,1496,2015
Kaikoura,Total,1660,2017
Kaikoura,Total,1730,2018
Kaikoura,Total,3464,2019
Lyttelton,Total,612,2015
Lyttelton,Total,1286,2016
Lyttelton,Total,2487,2017
Lyttelton,Total,4578,2018
Lyttelton,Total,8507,2019
Marlborough Sounds,Total,51468,2015
Marlborough Sounds,Total,73992,2016
Marlborough Sounds,Total,74864,2017
Marlborough Sounds,Total,78163,2018
Marlborough Sounds,Total,92979,2019
Mercury Bay,Total,264,2017
Napier,Total,96002,2015
Napier,Total,80061,2016
Napier,Total,88262,2017
Napier,Total,101781,2018
Napier,Total,116779,2019
Nelson,Total,1101,2015
Nelson,Total,2143,2017
Nelson,Total,834,2018
Nelson,Total,4302,2019
New Plymouth,Total,133,2016
New Plymouth,Total,1182,2017
New Plymouth,Total,781,2019
Stewart Island,Total,3132,2015
Stewart Island,Total,3369,2016
Stewart Island,Total,4713,2017
Stewart Island,Total,8325,2018
Stewart Island,Total,6733,2019
Sub-Antarctic islands,Total,242,2015
Sub-Antarctic islands,Total,200,2016
Sub-Antarctic islands,Total,627,2017
Sub-Antarctic islands,Total,364,2019
Tauranga,Total,147518,2015
Tauranga,Total,164435,2016
Tauranga,Total,153735,2017
Tauranga,Total,152509,2018
Tauranga,Total,227358,2019
Timaru,Total,2089,2015
Timaru,Total,2546,2017
Wellington,Total,139331,2015
Wellington,Total,161335,2016
Wellington,Total,163871,2017
Wellington,Total,162223,2018
Wellington,Total,222448,2019
